indices,value,var,var_percentage,high,low,date
BET-TRN LEI,24372.22,385.2,1.61,24407.6,23985.52,2023-04-22
BET-XT-TRN LEI,2106.37,30.48,1.47,2108.67,2075.23,2023-04-22
BET USD,2032.56,35.78,1.79,0.0,0.0,2023-04-22
BET-TR USD,18584.39,327.63,1.79,0.0,0.0,2023-04-22
BETPlus USD,1298.36,21.68,1.7,0.0,0.0,2023-04-22
BET-FI USD,26636.83,137.26,0.52,0.0,0.0,2023-04-22
BET-XT USD,605.67,9.85,1.65,0.0,0.0,2023-04-22
BET-XT-TR USD,1566.03,25.53,1.66,0.0,0.0,2023-04-22
BET-NG USD,536.5,9.84,1.87,0.0,0.0,2023-04-22
BET-BK USD,1469.73,22.5,1.55,0.0,0.0,2023-04-22
BET-TRN USD,18449.34,325.21,1.79,0.0,0.0,2023-04-22
BET-XT-TRN USD,1555.2,25.34,1.66,0.0,0.0,2023-04-22
BET EUR,8625.54,144.15,1.7,0.0,0.0,2023-04-22
BET-TR EUR,22274.99,372.86,1.7,0.0,0.0,2023-04-22
BETPlus EUR,1621.22,25.63,1.61,0.0,0.0,2023-04-22
BET-FI EUR,21339.71,90.72,0.43,0.0,0.0,2023-04-22
BET-XT EUR,745.33,11.46,1.56,0.0,0.0,2023-04-22
BET-XT-TR EUR,1898.34,29.25,1.56,0.0,0.0,2023-04-22
BET-NG EUR,660.8,11.53,1.78,0.0,0.0,2023-04-22
BET-BK EUR,1989.05,28.67,1.46,0.0,0.0,2023-04-22
BET-TRN EUR,22274.99,372.86,1.7,0.0,0.0,2023-04-22
BET-XT-TRN EUR,1885.11,29.04,1.56,0.0,0.0,2023-04-22
BET LEI,12568.33,284.6,2.32,12620.71,12282.94,2023-04-23
BET-TR LEI,25119.87,569.28,2.32,25224.05,24549.03,2023-04-23
BETPlus LEI,1871.3,42.29,2.31,1878.77,1829.01,2023-04-23
BET-FI LEI,49062.87,269.63,0.55,49480.37,48754.28,2023-04-23
ROTX LEI,27767.59,568.85,2.09,27894.99,27195.79,2023-04-23
BET-XT LEI,1090.83,22.39,2.1,1094.48,1068.37,2023-04-23
BET-XT-TR LEI,2165.48,44.5,2.1,2172.7,2120.85,2023-04-23
BET-NG LEI,971.66,25.46,2.69,973.73,946.2,2023-04-23
BET-BK LEI,2356.28,37.42,1.61,2364.79,2318.2,2023-04-23
BET-TRN LEI,24937.33,565.11,2.32,25040.79,24370.67,2023-04-23
BET-XT-TRN LEI,2150.56,44.19,2.1,2157.74,2106.24,2023-04-23
BET USD,2070.46,37.9,1.86,0.0,0.0,2023-04-23
BET-TR USD,18931.28,346.89,1.87,0.0,0.0,2023-04-23
BETPlus USD,1322.51,24.15,1.86,0.0,0.0,2023-04-23
BET-FI USD,26665.65,28.82,0.11,0.0,0.0,2023-04-23
BET-XT USD,615.63,9.96,1.64,0.0,0.0,2023-04-23
BET-XT-TR USD,1591.82,25.79,1.65,0.0,0.0,2023-04-23
BET-NG USD,548.5,12.0,2.24,0.0,0.0,2023-04-23
BET-BK USD,1486.85,17.12,1.16,0.0,0.0,2023-04-23
BET-TRN USD,18793.69,344.35,1.87,0.0,0.0,2023-04-23
BET-XT-TRN USD,1580.81,25.61,1.65,0.0,0.0,2023-04-23
BET EUR,8814.54,189.0,2.19,0.0,0.0,2023-04-23
BET-TR EUR,22763.5,488.51,2.19,0.0,0.0,2023-04-23
BETPlus EUR,1656.67,35.45,2.19,0.0,0.0,2023-04-23
BET-FI EUR,21431.27,91.56,0.43,0.0,0.0,2023-04-23
BET-XT EUR,760.01,14.68,1.97,0.0,0.0,2023-04-23
BET-XT-TR EUR,1935.79,37.45,1.97,0.0,0.0,2023-04-23
BET-NG EUR,677.75,16.95,2.57,0.0,0.0,2023-04-23
BET-BK EUR,2018.66,29.61,1.49,0.0,0.0,2023-04-23
BET-TRN EUR,22763.5,488.51,2.19,0.0,0.0,2023-04-23
BET-XT-TRN EUR,1922.29,37.18,1.97,0.0,0.0,2023-04-23
BET LEI,12483.34,-84.99,-0.68,12696.13,12452.0,2023-04-24
BET-TR LEI,24949.28,-170.59,-0.68,25375.09,24887.42,2023-04-24
BETPlus LEI,1859.42,-11.88,-0.63,1890.0,1854.85,2023-04-24
BET-FI LEI,48913.05,-149.82,-0.31,49360.25,48562.61,2023-04-24
ROTX LEI,27749.92,-17.67,-0.06,28069.66,27692.68,2023-04-24
BET-XT LEI,1083.98,-6.85,-0.63,1101.7,1081.07,2023-04-24
BET-XT-TR LEI,2151.82,-13.66,-0.63,2187.05,2146.11,2023-04-24
BET-NG LEI,958.65,-13.01,-1.34,980.33,958.52,2023-04-24
BET-BK LEI,2349.5,-6.78,-0.29,2378.3,2344.62,2023-04-24
BET-TRN LEI,24768.04,-169.29,-0.68,25190.71,24706.57,2023-04-24
BET-XT-TRN LEI,2137.0,-13.56,-0.63,2171.98,2131.32,2023-04-24
BET USD,2044.23,-26.23,-1.27,0.0,0.0,2023-04-24
BET-TR USD,18690.93,-240.35,-1.27,0.0,0.0,2023-04-24
BETPlus USD,1306.3,-16.21,-1.23,0.0,0.0,2023-04-24
BET-FI USD,26426.17,-239.48,-0.9,0.0,0.0,2023-04-24
BET-XT USD,608.13,-7.5,-1.22,0.0,0.0,2023-04-24
BET-XT-TR USD,1572.37,-19.45,-1.22,0.0,0.0,2023-04-24
BET-NG USD,537.94,-10.56,-1.93,0.0,0.0,2023-04-24
BET-BK USD,1473.76,-13.09,-0.88,0.0,0.0,2023-04-24
BET-TRN USD,18555.13,-238.56,-1.27,0.0,0.0,2023-04-24
BET-XT-TRN USD,1561.5,-19.31,-1.22,0.0,0.0,2023-04-24
BET EUR,8756.7,-57.84,-0.66,0.0,0.0,2023-04-24
BET-TR EUR,22613.47,-150.03,-0.66,0.0,0.0,2023-04-24
BETPlus EUR,1646.48,-10.19,-0.62,0.0,0.0,2023-04-24
BET-FI EUR,21370.13,-61.14,-0.29,0.0,0.0,2023-04-24
BET-XT EUR,755.39,-4.62,-0.61,0.0,0.0,2023-04-24
BET-XT-TR EUR,1923.97,-11.82,-0.61,0.0,0.0,2023-04-24
BET-NG EUR,668.81,-8.94,-1.32,0.0,0.0,2023-04-24
BET-BK EUR,2013.26,-5.4,-0.27,0.0,0.0,2023-04-24
BET-TRN EUR,22613.47,-150.03,-0.66,0.0,0.0,2023-04-24
BET-XT-TRN EUR,1910.55,-11.74,-0.61,0.0,0.0,2023-04-24
BET LEI,12560.63,18.54,0.15,12592.34,12529.86,2023-04-25
BET-TR LEI,25104.11,36.86,0.15,25167.96,25042.88,2023-04-25
BETPlus LEI,1870.78,2.93,0.16,1875.1,1866.38,2023-04-25
BET-FI LEI,48745.04,-296.68,-0.6,49111.64,48512.34,2023-04-25
ROTX LEI,27992.64,86.26,0.31,28048.15,27893.89,2023-04-25
BET-XT LEI,1091.16,1.5,0.14,1093.36,1087.71,2023-04-25
BET-XT-TR LEI,2166.1,2.96,0.14,2170.48,2159.28,2023-04-25
BET-NG LEI,967.46,4.58,0.48,967.46,960.68,2023-04-25
BET-BK LEI,2367.4,0.31,0.01,2377.23,2364.53,2023-04-25
BET-TRN LEI,24921.7,36.6,0.15,24985.05,24860.9,2023-04-25
BET-XT-TRN LEI,2151.18,2.94,0.14,2155.53,2144.4,2023-04-25
BET USD,2071.55,6.19,0.3,0.0,0.0,2023-04-25
BET-TR USD,18941.07,56.5,0.3,0.0,0.0,2023-04-25
BETPlus USD,1323.66,4.08,0.31,0.0,0.0,2023-04-25
BET-FI USD,26523.23,-120.96,-0.45,0.0,0.0,2023-04-25
BET-XT USD,616.52,1.78,0.29,0.0,0.0,2023-04-25
BET-XT-TR USD,1594.09,4.59,0.29,0.0,0.0,2023-04-25
BET-NG USD,546.75,3.41,0.63,0.0,0.0,2023-04-25
BET-BK USD,1495.58,2.46,0.16,0.0,0.0,2023-04-25
BET-TRN USD,18803.41,56.09,0.3,0.0,0.0,2023-04-25
BET-XT-TRN USD,1583.07,4.56,0.29,0.0,0.0,2023-04-25
BET EUR,8834.23,15.53,0.18,0.0,0.0,2023-04-25
BET-TR EUR,22814.02,39.94,0.18,0.0,0.0,2023-04-25
BETPlus EUR,1660.92,3.07,0.19,0.0,0.0,2023-04-25
BET-FI EUR,21353.08,-123.89,-0.58,0.0,0.0,2023-04-25
BET-XT EUR,762.4,1.26,0.17,0.0,0.0,2023-04-25
BET-XT-TR EUR,1941.86,3.2,0.17,0.0,0.0,2023-04-25
BET-NG EUR,676.74,3.39,0.5,0.0,0.0,2023-04-25
BET-BK EUR,2033.97,0.84,0.04,0.0,0.0,2023-04-25
BET-TRN EUR,22814.02,39.94,0.18,0.0,0.0,2023-04-25
BET-XT-TRN EUR,1928.32,3.18,0.17,0.0,0.0,2023-04-25
BET LEI,12834.76,274.13,2.18,12840.2,12519.04,2023-04-26
BET-TR LEI,25842.5,738.39,2.94,25854.26,25104.11,2023-04-26
BETPlus LEI,1910.62,39.84,2.13,1911.38,1864.87,2023-04-26
BET-FI LEI,49042.46,297.42,0.61,49130.06,48645.46,2023-04-26
ROTX LEI,28502.37,509.73,1.82,28512.25,27789.5,2023-04-26
BET-XT LEI,1111.98,20.82,1.91,1112.47,1087.12,2023-04-26
BET-XT-TR LEI,2224.66,58.56,2.7,2225.73,2166.1,2023-04-26
BET-NG LEI,978.42,10.96,1.13,981.08,946.53,2023-04-26
BET-BK LEI,2412.17,44.77,1.89,2412.68,2367.4,2023-04-26
BET-TRN LEI,25638.46,716.76,2.88,25650.06,24921.7,2023-04-26
BET-XT-TRN LEI,2207.87,56.69,2.64,2208.92,2151.18,2023-04-26
BET USD,2117.27,45.72,2.21,0.0,0.0,2023-04-26
BET-TR USD,19502.91,561.84,2.97,0.0,0.0,2023-04-26
BETPlus USD,1352.18,28.52,2.15,0.0,0.0,2023-04-26
BET-FI USD,26691.53,168.3,0.63,0.0,0.0,2023-04-26
BET-XT USD,628.44,11.92,1.93,0.0,0.0,2023-04-26
BET-XT-TR USD,1637.58,43.49,2.73,0.0,0.0,2023-04-26
BET-NG USD,553.08,6.33,1.16,0.0,0.0,2023-04-26
BET-BK USD,1524.23,28.65,1.92,0.0,0.0,2023-04-26
BET-TRN USD,19348.89,545.48,2.9,0.0,0.0,2023-04-26
BET-XT-TRN USD,1625.18,42.11,2.66,0.0,0.0,2023-04-26
BET EUR,9032.51,198.28,2.24,0.0,0.0,2023-04-26
BET-TR EUR,23499.29,685.27,3.0,0.0,0.0,2023-04-26
BETPlus EUR,1697.32,36.4,2.19,0.0,0.0,2023-04-26
BET-FI EUR,21496.39,143.31,0.67,0.0,0.0,2023-04-26
BET-XT EUR,777.42,15.02,1.97,0.0,0.0,2023-04-26
BET-XT-TR EUR,1995.57,53.71,2.77,0.0,0.0,2023-04-26
BET-NG EUR,684.82,8.08,1.19,0.0,0.0,2023-04-26
BET-BK EUR,2073.69,39.72,1.95,0.0,0.0,2023-04-26
BET-TRN EUR,23499.29,685.27,3.0,0.0,0.0,2023-04-26
BET-XT-TRN EUR,1980.34,52.02,2.7,0.0,0.0,2023-04-26
BET LEI,12659.58,-175.18,-1.36,12949.29,12644.27,2023-04-27
BET-TR LEI,25498.77,-343.73,-1.33,26083.67,25469.59,2023-04-27
BETPlus LEI,1886.04,-24.58,-1.29,1927.34,1883.78,2023-04-27
BET-FI LEI,49125.27,82.81,0.17,49247.11,48775.49,2023-04-27
ROTX LEI,28062.12,-440.25,-1.54,28715.74,28025.59,2023-04-27
BET-XT LEI,1098.67,-13.31,-1.2,1120.78,1096.95,2023-04-27
BET-XT-TR LEI,2198.81,-25.85,-1.16,2243.24,2195.51,2023-04-27
BET-NG LEI,964.02,-14.4,-1.47,987.8,963.24,2023-04-27
BET-BK LEI,2390.28,-21.89,-0.91,2431.47,2388.51,2023-04-27
BET-TRN LEI,25296.72,-341.74,-1.33,25876.87,25267.63,2023-04-27
BET-XT-TRN LEI,2182.15,-25.72,-1.16,2226.23,2178.87,2023-04-27
BET USD,2081.27,-36.0,-1.7,0.0,0.0,2023-04-27
BET-TR USD,19178.05,-324.86,-1.67,0.0,0.0,2023-04-27
BETPlus USD,1330.24,-21.94,-1.62,0.0,0.0,2023-04-27
BET-FI USD,26645.66,-45.87,-0.17,0.0,0.0,2023-04-27
BET-XT USD,618.81,-9.63,-1.53,0.0,0.0,2023-04-27
BET-XT-TR USD,1613.05,-24.53,-1.5,0.0,0.0,2023-04-27
BET-NG USD,543.09,-9.99,-1.81,0.0,0.0,2023-04-27
BET-BK USD,1505.26,-18.97,-1.24,0.0,0.0,2023-04-27
BET-TRN USD,19026.05,-322.84,-1.67,0.0,0.0,2023-04-27
BET-XT-TRN USD,1600.78,-24.4,-1.5,0.0,0.0,2023-04-27
BET EUR,8903.11,-129.4,-1.43,0.0,0.0,2023-04-27
BET-TR EUR,23170.8,-328.49,-1.4,0.0,0.0,2023-04-27
BETPlus EUR,1674.33,-22.99,-1.35,0.0,0.0,2023-04-27
BET-FI EUR,21517.9,21.51,0.1,0.0,0.0,2023-04-27
BET-XT EUR,767.59,-9.83,-1.26,0.0,0.0,2023-04-27
BET-XT-TR EUR,1971.03,-24.54,-1.23,0.0,0.0,2023-04-27
BET-NG EUR,674.28,-10.54,-1.54,0.0,0.0,2023-04-27
BET-BK EUR,2053.46,-20.23,-0.98,0.0,0.0,2023-04-27
BET-TRN EUR,23170.8,-328.49,-1.4,0.0,0.0,2023-04-27
BET-XT-TRN EUR,1955.93,-24.41,-1.23,0.0,0.0,2023-04-27
BET LEI,12639.57,-20.01,-0.16,12773.22,12639.57,2023-04-28
BET-TR LEI,25460.71,-38.06,-0.15,25728.89,25460.71,2023-04-28
BETPlus LEI,1883.93,-2.11,-0.11,1902.78,1883.93,2023-04-28
BET-FI LEI,48932.57,-192.7,-0.39,49184.75,48613.09,2023-04-28
ROTX LEI,28090.25,28.13,0.1,28255.74,28048.22,2023-04-28
BET-XT LEI,1097.78,-0.89,-0.08,1108.12,1097.78,2023-04-28
BET-XT-TR LEI,2197.22,-1.59,-0.07,2217.84,2197.22,2023-04-28
BET-NG LEI,968.84,4.82,0.5,976.89,964.02,2023-04-28
BET-BK LEI,2390.87,0.59,0.02,2408.17,2388.01,2023-04-28
BET-TRN LEI,25258.77,-37.95,-0.15,25524.91,25258.77,2023-04-28
BET-XT-TRN LEI,2180.56,-1.59,-0.07,2201.03,2180.56,2023-04-28
BET USD,2080.72,-0.55,-0.03,0.0,0.0,2023-04-28
BET-TR USD,19174.67,-3.38,-0.02,0.0,0.0,2023-04-28
BETPlus USD,1330.5,0.26,0.02,0.0,0.0,2023-04-28
BET-FI USD,26576.13,-69.53,-0.26,0.0,0.0,2023-04-28
BET-XT USD,619.12,0.31,0.05,0.0,0.0,2023-04-28
BET-XT-TR USD,1614.01,0.96,0.06,0.0,0.0,2023-04-28
BET-NG USD,546.52,3.43,0.63,0.0,0.0,2023-04-28
BET-BK USD,1507.62,2.36,0.16,0.0,0.0,2023-04-28
BET-TRN USD,19022.55,-3.5,-0.02,0.0,0.0,2023-04-28
BET-XT-TRN USD,1601.72,0.94,0.06,0.0,0.0,2023-04-28
BET EUR,8883.12,-19.99,-0.22,0.0,0.0,2023-04-28
BET-TR EUR,23120.8,-50.0,-0.22,0.0,0.0,2023-04-28
BETPlus EUR,1671.34,-2.99,-0.18,0.0,0.0,2023-04-28
BET-FI EUR,21419.22,-98.68,-0.46,0.0,0.0,2023-04-28
BET-XT EUR,766.46,-1.13,-0.15,0.0,0.0,2023-04-28
BET-XT-TR EUR,1968.29,-2.74,-0.14,0.0,0.0,2023-04-28
BET-NG EUR,677.2,2.92,0.43,0.0,0.0,2023-04-28
BET-BK EUR,2052.6,-0.86,-0.04,0.0,0.0,2023-04-28
BET-TRN EUR,23120.8,-50.0,-0.22,0.0,0.0,2023-04-28
BET-XT-TRN EUR,1953.2,-2.73,-0.14,0.0,0.0,2023-04-28
BET LEI,12814.18,197.17,1.56,12856.14,12616.25,2023-04-29
BET-TR LEI,25808.79,393.71,1.55,25895.08,25413.57,2023-04-29
BETPlus LEI,1909.35,27.94,1.49,1915.23,1881.1,2023-04-29
BET-FI LEI,49031.38,95.19,0.19,49460.92,48878.72,2023-04-29
ROTX LEI,28400.08,405.98,1.45,28461.36,28004.41,2023-04-29
BET-XT LEI,1111.65,15.1,1.38,1115.5,1096.4,2023-04-29
BET-XT-TR LEI,2224.68,29.95,1.36,2232.53,2194.43,2023-04-29
BET-NG LEI,975.79,13.79,1.43,980.01,962.0,2023-04-29
BET-BK LEI,2420.9,24.51,1.02,2434.43,2396.07,2023-04-29
BET-TRN LEI,25604.4,390.88,1.55,25689.86,25212.02,2023-04-29
BET-XT-TRN LEI,2207.85,29.75,1.37,2215.63,2177.8,2023-04-29
BET USD,2134.89,40.58,1.94,0.0,0.0,2023-04-29
BET-TR USD,19671.09,371.33,1.92,0.0,0.0,2023-04-29
BETPlus USD,1364.71,24.92,1.86,0.0,0.0,2023-04-29
BET-FI USD,26950.76,151.25,0.56,0.0,0.0,2023-04-29
BET-XT USD,634.5,10.92,1.75,0.0,0.0,2023-04-29
BET-XT-TR USD,1653.88,28.27,1.74,0.0,0.0,2023-04-29
BET-NG USD,557.07,9.89,1.81,0.0,0.0,2023-04-29
BET-BK USD,1544.96,21.27,1.4,0.0,0.0,2023-04-29
BET-TRN USD,19515.26,368.6,1.93,0.0,0.0,2023-04-29
BET-XT-TRN USD,1641.31,28.07,1.74,0.0,0.0,2023-04-29
BET EUR,9012.93,141.01,1.59,0.0,0.0,2023-04-29
BET-TR EUR,23455.35,363.87,1.58,0.0,0.0,2023-04-29
BETPlus EUR,1695.23,25.25,1.51,0.0,0.0,2023-04-29
BET-FI EUR,21479.38,47.33,0.22,0.0,0.0,2023-04-29
BET-XT EUR,776.75,10.75,1.4,0.0,0.0,2023-04-29
BET-XT-TR EUR,1994.46,27.37,1.39,0.0,0.0,2023-04-29
BET-NG EUR,682.59,9.82,1.46,0.0,0.0,2023-04-29
BET-BK EUR,2080.02,21.6,1.05,0.0,0.0,2023-04-29
BET-TRN EUR,23455.35,363.87,1.58,0.0,0.0,2023-04-29
BET-XT-TRN EUR,1979.2,27.18,1.39,0.0,0.0,2023-04-29
BET LEI,12997.2,183.02,1.43,13200.14,12814.18,2023-04-30
BET-TR LEI,26177.41,368.62,1.43,26586.15,25808.79,2023-04-30
BETPlus LEI,1936.05,26.7,1.4,1964.78,1909.35,2023-04-30
BET-FI LEI,49354.98,323.6,0.66,49508.12,48922.95,2023-04-30
ROTX LEI,28632.17,232.09,0.82,28950.46,28404.83,2023-04-30
BET-XT LEI,1126.22,14.57,1.31,1142.57,1111.47,2023-04-30
BET-XT-TR LEI,2253.84,29.16,1.31,2286.56,2224.32,2023-04-30
BET-NG LEI,990.76,14.97,1.53,1012.08,975.79,2023-04-30
BET-BK LEI,2437.71,16.81,0.69,2465.39,2419.76,2023-04-30
BET-TRN LEI,25970.1,365.7,1.43,26375.6,25604.4,2023-04-30
BET-XT-TRN LEI,2236.79,28.94,1.31,2269.26,2207.49,2023-04-30
BET USD,2168.32,33.43,1.57,0.0,0.0,2023-04-30
BET-TR USD,19979.15,308.06,1.57,0.0,0.0,2023-04-30
BETPlus USD,1385.67,20.96,1.54,0.0,0.0,2023-04-30
BET-FI USD,27165.48,214.72,0.8,0.0,0.0,2023-04-30
BET-XT USD,643.69,9.19,1.45,0.0,0.0,2023-04-30
BET-XT-TR USD,1677.83,23.95,1.45,0.0,0.0,2023-04-30
BET-NG USD,566.38,9.31,1.67,0.0,0.0,2023-04-30
BET-BK USD,1557.8,12.84,0.83,0.0,0.0,2023-04-30
BET-TRN USD,19820.88,305.62,1.57,0.0,0.0,2023-04-30
BET-XT-TRN USD,1665.08,23.77,1.45,0.0,0.0,2023-04-30
BET EUR,9140.0,127.07,1.41,0.0,0.0,2023-04-30
BET-TR EUR,23786.03,330.68,1.41,0.0,0.0,2023-04-30
BETPlus EUR,1718.62,23.39,1.38,0.0,0.0,2023-04-30
BET-FI EUR,21617.21,137.83,0.64,0.0,0.0,2023-04-30
BET-XT EUR,786.79,10.04,1.29,0.0,0.0,2023-04-30
BET-XT-TR EUR,2020.24,25.78,1.29,0.0,0.0,2023-04-30
BET-NG EUR,692.94,10.35,1.52,0.0,0.0,2023-04-30
BET-BK EUR,2094.08,14.06,0.68,0.0,0.0,2023-04-30
BET-TRN EUR,23786.03,330.68,1.41,0.0,0.0,2023-04-30
BET-XT-TRN EUR,2004.78,25.58,1.29,0.0,0.0,2023-04-30
BET LEI,12964.56,-32.64,-0.25,13186.3,12964.56,2023-05-01
BET-TR LEI,26111.68,-65.73,-0.25,26558.27,26111.68,2023-05-01
BETPlus LEI,1930.34,-5.71,-0.29,1962.06,1930.34,2023-05-01
BET-FI LEI,49070.39,-284.59,-0.58,50349.88,48782.59,2023-05-01
ROTX LEI,28667.88,35.71,0.12,28949.72,28538.31,2023-05-01
BET-XT LEI,1122.72,-3.5,-0.31,1142.09,1122.72,2023-05-01
BET-XT-TR LEI,2246.83,-7.01,-0.31,2285.6,2246.83,2023-05-01
BET-NG LEI,987.3,-3.46,-0.35,999.36,985.8,2023-05-01
BET-BK LEI,2432.66,-5.05,-0.21,2456.74,2427.93,2023-05-01
BET-TRN LEI,25904.89,-65.21,-0.25,26347.95,25904.89,2023-05-01
BET-XT-TRN LEI,2229.83,-6.96,-0.31,2268.31,2229.83,2023-05-01
BET USD,2195.14,26.82,1.24,0.0,0.0,2023-05-01
BET-TR USD,20226.25,247.1,1.24,0.0,0.0,2023-05-01
BETPlus USD,1402.19,16.52,1.19,0.0,0.0,2023-05-01
BET-FI USD,27411.71,246.23,0.91,0.0,0.0,2023-05-01
BET-XT USD,651.26,7.57,1.18,0.0,0.0,2023-05-01
BET-XT-TR USD,1697.56,19.73,1.18,0.0,0.0,2023-05-01
BET-NG USD,572.82,6.44,1.14,0.0,0.0,2023-05-01
BET-BK USD,1577.76,19.96,1.28,0.0,0.0,2023-05-01
BET-TRN USD,20066.02,245.14,1.24,0.0,0.0,2023-05-01
BET-XT-TRN USD,1684.66,19.58,1.18,0.0,0.0,2023-05-01
BET EUR,9130.51,-9.49,-0.1,0.0,0.0,2023-05-01
BET-TR EUR,23761.34,-24.69,-0.1,0.0,0.0,2023-05-01
BETPlus EUR,1716.08,-2.54,-0.15,0.0,0.0,2023-05-01
BET-FI EUR,21524.3,-92.91,-0.43,0.0,0.0,2023-05-01
BET-XT EUR,785.5,-1.29,-0.16,0.0,0.0,2023-05-01
BET-XT-TR EUR,2016.93,-3.31,-0.16,0.0,0.0,2023-05-01
BET-NG EUR,691.54,-1.4,-0.2,0.0,0.0,2023-05-01
BET-BK EUR,2092.83,-1.25,-0.06,0.0,0.0,2023-05-01
BET-TRN EUR,23761.34,-24.69,-0.1,0.0,0.0,2023-05-01
BET-XT-TRN EUR,2001.49,-3.29,-0.16,0.0,0.0,2023-05-01
BET LEI,13081.16,19.78,0.15,13123.34,13061.38,2023-05-02
BET-TR LEI,26346.53,39.84,0.15,26431.47,26306.69,2023-05-02
BETPlus LEI,1946.97,2.46,0.13,1953.24,1944.47,2023-05-02
BET-FI LEI,49012.24,-272.01,-0.55,49516.15,48769.57,2023-05-02
ROTX LEI,28826.64,-9.9,-0.03,28948.22,28819.64,2023-05-02
BET-XT LEI,1131.97,0.93,0.08,1136.08,1130.84,2023-05-02
BET-XT-TR LEI,2265.35,1.87,0.08,2273.57,2263.09,2023-05-02
BET-NG LEI,997.66,2.85,0.29,1000.23,994.81,2023-05-02
BET-BK LEI,2450.83,2.7,0.11,2461.1,2447.24,2023-05-02
BET-TRN LEI,26137.88,39.52,0.15,26222.15,26098.36,2023-05-02
BET-XT-TRN LEI,2248.2,1.85,0.08,2256.36,2245.96,2023-05-02
BET USD,2229.29,6.05,0.27,0.0,0.0,2023-05-02
BET-TR USD,20540.94,55.76,0.27,0.0,0.0,2023-05-02
BETPlus USD,1423.47,3.51,0.25,0.0,0.0,2023-05-02
BET-FI USD,27557.35,-119.57,-0.43,0.0,0.0,2023-05-02
BET-XT USD,660.9,1.34,0.2,0.0,0.0,2023-05-02
BET-XT-TR USD,1722.68,3.49,0.2,0.0,0.0,2023-05-02
BET-NG USD,582.59,2.36,0.41,0.0,0.0,2023-05-02
BET-BK USD,1599.89,3.69,0.23,0.0,0.0,2023-05-02
BET-TRN USD,20378.21,55.31,0.27,0.0,0.0,2023-05-02
BET-XT-TRN USD,1709.59,3.46,0.2,0.0,0.0,2023-05-02
BET EUR,9218.4,17.66,0.19,0.0,0.0,2023-05-02
BET-TR EUR,23990.09,45.97,0.19,0.0,0.0,2023-05-02
BETPlus EUR,1731.95,2.89,0.17,0.0,0.0,2023-05-02
BET-FI EUR,21512.28,-110.64,-0.51,0.0,0.0,2023-05-02
BET-XT EUR,792.47,0.97,0.12,0.0,0.0,2023-05-02
BET-XT-TR EUR,2034.83,2.5,0.12,0.0,0.0,2023-05-02
BET-NG EUR,699.24,2.28,0.33,0.0,0.0,2023-05-02
BET-BK EUR,2109.79,3.18,0.15,0.0,0.0,2023-05-02
BET-TRN EUR,23990.09,45.97,0.19,0.0,0.0,2023-05-02
BET-XT-TRN EUR,2019.25,2.48,0.12,0.0,0.0,2023-05-02
BET LEI,13156.96,75.8,0.58,13165.15,13081.16,2023-05-03
BET-TR LEI,26499.2,152.67,0.58,26515.7,26346.53,2023-05-03
BETPlus LEI,1957.64,10.67,0.55,1958.73,1946.97,2023-05-03
BET-FI LEI,49029.08,16.84,0.03,49243.18,48878.66,2023-05-03
ROTX LEI,29048.8,222.16,0.77,29051.27,28829.02,2023-05-03
BET-XT LEI,1138.17,6.2,0.55,1138.55,1131.97,2023-05-03
BET-XT-TR LEI,2277.76,12.41,0.55,2278.52,2265.35,2023-05-03
BET-NG LEI,1007.11,9.45,0.95,1009.81,997.66,2023-05-03
BET-BK LEI,2464.22,13.39,0.55,2464.77,2450.83,2023-05-03
BET-TRN LEI,26289.34,151.46,0.58,26305.71,26137.88,2023-05-03
BET-XT-TRN LEI,2260.52,12.32,0.55,2261.27,2248.2,2023-05-03
BET USD,2244.56,15.27,0.68,0.0,0.0,2023-05-03
BET-TR USD,20681.61,140.67,0.68,0.0,0.0,2023-05-03
BETPlus USD,1432.77,9.3,0.65,0.0,0.0,2023-05-03
BET-FI USD,27595.69,38.34,0.14,0.0,0.0,2023-05-03
BET-XT USD,665.22,4.32,0.65,0.0,0.0,2023-05-03
BET-XT-TR USD,1733.93,11.25,0.65,0.0,0.0,2023-05-03
BET-NG USD,588.72,6.13,1.05,0.0,0.0,2023-05-03
BET-BK USD,1610.32,10.43,0.65,0.0,0.0,2023-05-03
BET-TRN USD,20517.76,139.55,0.68,0.0,0.0,2023-05-03
BET-XT-TRN USD,1720.76,11.17,0.65,0.0,0.0,2023-05-03
BET EUR,9275.76,57.36,0.62,0.0,0.0,2023-05-03
BET-TR EUR,24139.37,149.28,0.62,0.0,0.0,2023-05-03
BETPlus EUR,1742.18,10.23,0.59,0.0,0.0,2023-05-03
BET-FI EUR,21528.82,16.54,0.08,0.0,0.0,2023-05-03
BET-XT EUR,797.15,4.68,0.59,0.0,0.0,2023-05-03
BET-XT-TR EUR,2046.85,12.02,0.59,0.0,0.0,2023-05-03
BET-NG EUR,706.16,6.92,0.99,0.0,0.0,2023-05-03
BET-BK EUR,2122.22,12.43,0.59,0.0,0.0,2023-05-03
BET-TRN EUR,24139.37,149.28,0.62,0.0,0.0,2023-05-03
BET-XT-TRN EUR,2031.18,11.93,0.59,0.0,0.0,2023-05-03
BET LEI,13219.32,62.36,0.47,13241.51,13150.09,2023-05-04
BET-TR LEI,26624.81,125.61,0.47,26669.48,26485.36,2023-05-04
BETPlus LEI,1966.99,9.35,0.48,1970.35,1956.82,2023-05-04
